"CODE_ID","DESC_FRE","DESC_ENG"
39121,"4C26","4C26"
39122,"4D26","4D26"
39123,"4E26","4E26"
39124,"4F26","4F26"
39125,"4G26","4G26"
39126,"4H26","4H26"
39127,"4I26","4I26"
39128,"4J26","4J26"
39129,"4K26","4K26"
39130,"4L26","4L26"
39131,"4M26","4M26"
39132,"4N26","4N26"
39133,"4O26","4O26"
39134,"4P26","4P26"
39135,"4Q26","4Q26"
39136,"4R26","4R26"
39137,"4S26","4S26"
39138,"4T26","4T26"
39139,"4U26","4U26"
39140,"4V26","4V26"
39141,"4W26","4W26"
39142,"4X26","4X26"
39143,"4Y26","4Y26"
39144,"4Z26","4Z26"
39145,"4AA26","4AA26"
39146,"4BB26","4BB26"
39147,"4CC26","4CC26"
39148,"4DD26","4DD26"
39149,"4EE26","4EE26"
39150,"4FF26","4FF26"
39151,"4GG26","4GG26"
39152,"4A27","4A27"
39153,"4B27","4B27"
39154,"4C27","4C27"
39155,"4D27","4D27"
39156,"4E27","4E27"
39157,"4F27","4F27"
39158,"4G27","4G27"
39159,"4H27","4H27"
39160,"4I27","4I27"
39161,"4J27","4J27"
39162,"4K27","4K27"
39163,"4L27","4L27"
39164,"4M27","4M27"
39165,"4N27","4N27"
39166,"4O27","4O27"
39167,"4P27","4P27"
39168,"4Q27","4Q27"
39169,"4R27","4R27"
39170,"4S27","4S27"
39171,"4T27","4T27"
39172,"4U27","4U27"
39173,"4V27","4V27"
39174,"4W27","4W27"
39175,"4X27","4X27"
39176,"4Y27","4Y27"
39177,"4Z27","4Z27"
39178,"4AA27","4AA27"
39179,"4BB27","4BB27"
39180,"4CC27","4CC27"
39181,"4DD27","4DD27"
39182,"4EE27","4EE27"
39183,"4FF27","4FF27"
39184,"4GG27","4GG27"
39185,"4A28","4A28"
39186,"4B28","4B28"
39187,"4C28","4C28"
39188,"4D28","4D28"
39189,"4E28","4E28"
39190,"4F28","4F28"
39191,"4G28","4G28"
39192,"4H28","4H28"
39193,"4I28","4I28"
39194,"4J28","4J28"
39195,"4K28","4K28"
39196,"4L28","4L28"
39197,"4M28","4M28"
39198,"4N28","4N28"
39199,"4O28","4O28"
39200,"4P28","4P28"
39201,"4Q28","4Q28"
39202,"4R28","4R28"
39203,"4S28","4S28"
39204,"4T28","4T28"
39205,"4U28","4U28"
39206,"4V28","4V28"
39207,"4W28","4W28"
39208,"4X28","4X28"
39209,"4Y28","4Y28"
39210,"4Z28","4Z28"
39211,"4AA28","4AA28"
39212,"4BB28","4BB28"
