"CODE_ID","DESC_FRE","DESC_ENG"
39609,"Animaux morts","Dead animal"
39610,"Empêtrement","Entanglement"
39611,"Collision","Collision"
39612,"Harcèlement","Harassment"
39613,"Échouement d'animaux vivants","Live stranding"
39614,"Abattage","Shooting"
39615,"Malade(s) ou blessé(s)","Sick or injured"
39616,"Déprédation","Depredation"
